timestamp,open,high,low,close,volume
2024-02-01,2281.99,2311.51,2237.0,2303.33,1894237.423
2024-02-02,2303.32,2324.9,2280.05,2307.99,1514215.851
2024-02-03,2308.0,2330.45,2291.0,2295.42,938282.273
2024-02-04,2295.41,2311.0,2261.51,2288.66,1193801.655
2024-02-05,2288.66,2338.0,2267.62,2300.83,1689233.364
2024-02-06,2300.83,2392.0,2297.74,2371.74,2197507.85
2024-02-07,2371.74,2445.0,2352.06,2424.22,2154502.953
2024-02-08,2424.21,2463.28,2410.16,2418.76,1910078.832
2024-02-09,2418.77,2528.66,2418.26,2485.24,2908524.98
2024-02-10,2485.24,2516.12,2470.04,2499.2,1320062.188
2024-02-11,2499.2,2539.2,2492.16,2506.1,1521963.675
2024-02-12,2506.11,2667.74,2470.05,2660.91,3172400.237
2024-02-13,2660.91,2688.8,2585.7,2640.83,3319971.574
2024-02-14,2640.88,2788.88,2619.12,2776.14,2845619.643
2024-02-15,2776.14,2870.98,2758.57,2824.54,3444416.851
2024-02-16,2824.53,2859.83,2732.7,2803.69,2736822.77
2024-02-17,2803.7,2806.09,2718.35,2787.43,1776912.75
2024-02-18,2787.44,2899.0,2764.8,2883.58,2111668.519
2024-02-19,2883.56,2988.22,2856.4,2946.55,2893244.938
2024-02-20,2946.55,3036.83,2873.6,3017.21,4598117.415
2024-02-21,3017.22,3020.0,2867.87,2969.65,4069738.764
2024-02-22,2969.65,3044.0,2907.16,2972.8,4052804.255
2024-02-23,2972.8,2996.0,2906.62,2923.35,2501284.482
2024-02-24,2923.36,3009.29,2907.16,2994.39,1450354.218
2024-02-25,2994.39,3131.0,2985.23,3115.24,2955696.567
2024-02-26,3115.24,3200.0,3037.25,3178.6,3828384.516
2024-02-27,3178.6,3295.57,3168.29,3244.98,3406593.01
2024-02-28,3244.99,3502.07,3152.94,3387.07,6595638.084
2024-02-29,3387.07,3531.0,3300.39,3343.15,4741266.907
