timestamp,open,high,low,close,volume
2024-09-09 05:39:00,2295.99,2298.47,2295.72,2295.75,4540.773
2024-09-09 05:42:00,2295.75,2296.62,2285.79,2288.24,7437.477
2024-09-09 05:45:00,2288.24,2289.39,2281.04,2286.39,27219.474
2024-09-09 05:48:00,2286.39,2286.99,2284.26,2284.26,5393.376
2024-09-09 05:51:00,2284.26,2286.95,2283.5,2283.5,4152.337
2024-09-09 05:54:00,2283.5,2287.17,2283.0,2287.17,3712.635
2024-09-09 05:57:00,2287.17,2289.0,2286.65,2287.56,3705.873
2024-09-09 06:00:00,2287.57,2289.58,2286.08,2289.38,2699.899
2024-09-09 06:03:00,2289.39,2289.39,2285.23,2288.55,7551.806
2024-09-09 06:06:00,2288.5,2291.26,2288.21,2290.87,4101.656
2024-09-09 06:09:00,2290.99,2294.16,2290.71,2291.93,5741.158
2024-09-09 06:12:00,2291.93,2293.32,2289.83,2290.3,4713.911
2024-09-09 06:15:00,2290.3,2293.8,2290.29,2291.27,2570.681
2024-09-09 06:18:00,2291.18,2291.26,2287.56,2289.06,4368.121
2024-09-09 06:21:00,2289.06,2289.2,2286.08,2287.86,2299.395
2024-09-09 06:24:00,2287.86,2291.22,2287.5,2290.78,1599.618
2024-09-09 06:27:00,2290.78,2292.0,2289.69,2290.76,1477.094
2024-09-09 06:30:00,2290.76,2295.55,2290.67,2293.94,4257.766
2024-09-09 06:33:00,2293.98,2301.43,2293.3,2300.12,8039.887
2024-09-09 06:36:00,2300.12,2300.12,2296.66,2298.96,6039.585
2024-09-09 06:39:00,2298.97,2300.22,2297.37,2299.06,3184.676
2024-09-09 06:42:00,2299.07,2299.19,2297.01,2298.34,1436.31
2024-09-09 06:45:00,2298.33,2298.62,2294.87,2296.25,2288.895
2024-09-09 06:48:00,2296.25,2299.24,2295.01,2298.74,2815.719
2024-09-09 06:51:00,2298.74,2300.59,2297.07,2299.83,1757.263
2024-09-09 06:54:00,2299.83,2299.88,2296.7,2299.44,1964.382
2024-09-09 06:57:00,2299.44,2305.39,2298.61,2304.15,9867.177
2024-09-09 07:00:00,2304.19,2305.98,2302.12,2303.27,5974.38
2024-09-09 07:03:00,2303.27,2303.64,2301.56,2302.56,2242.512
2024-09-09 07:06:00,2302.56,2303.46,2298.06,2299.31,3122.295
2024-09-09 07:09:00,2299.32,2301.77,2298.53,2299.01,3257.385
2024-09-09 07:12:00,2299.01,2300.4,2298.57,2300.4,1472.368
2024-09-09 07:15:00,2300.4,2302.41,2298.93,2301.73,1573.176
2024-09-09 07:18:00,2301.73,2302.94,2300.11,2302.86,2551.836
2024-09-09 07:21:00,2302.86,2304.6,2302.0,2304.59,3021.033
2024-09-09 07:24:00,2304.6,2304.77,2303.04,2304.27,1907.347
2024-09-09 07:27:00,2304.27,2305.31,2303.34,2304.49,3172.415
2024-09-09 07:30:00,2304.49,2308.99,2303.86,2307.67,5973.06
2024-09-09 07:33:00,2307.68,2314.84,2307.0,2312.0,13667.336
2024-09-09 07:36:00,2311.99,2313.69,2310.87,2311.87,4706.509
2024-09-09 07:39:00,2311.86,2313.77,2308.78,2310.8,4467.021
2024-09-09 07:42:00,2310.8,2311.07,2308.7,2311.01,2847.053
2024-09-09 07:45:00,2311.01,2311.5,2309.61,2310.9,2591.92
2024-09-09 07:48:00,2310.9,2311.77,2308.94,2311.5,3039.725
2024-09-09 07:51:00,2311.53,2315.95,2311.37,2313.31,8085.957
2024-09-09 07:54:00,2313.31,2314.55,2312.42,2312.85,2513.968
2024-09-09 07:57:00,2312.96,2314.39,2312.32,2313.03,2516.954
2024-09-09 08:00:00,2313.03,2318.0,2311.97,2316.36,7467.599
2024-09-09 08:03:00,2316.36,2324.48,2314.5,2319.28,17859.306
2024-09-09 08:06:00,2319.28,2322.98,2317.32,2321.87,9560.883
2024-09-09 08:09:00,2321.88,2324.24,2320.0,2323.83,7272.328
2024-09-09 08:12:00,2323.83,2323.84,2319.36,2319.74,5418.841
2024-09-09 08:15:00,2319.74,2320.76,2316.95,2317.74,6172.328
2024-09-09 08:18:00,2317.73,2319.59,2317.03,2318.45,3059.565
2024-09-09 08:21:00,2318.45,2319.97,2317.69,2318.04,2326.68
2024-09-09 08:24:00,2318.05,2322.91,2318.04,2321.99,5309.12
2024-09-09 08:27:00,2322.0,2328.49,2320.43,2324.51,13270.054
2024-09-09 08:30:00,2324.52,2329.9,2324.26,2326.57,13356.748
2024-09-09 08:33:00,2326.56,2327.17,2322.07,2322.28,6540.342
2024-09-09 08:36:00,2322.27,2323.08,2317.9,2318.79,4990.769
2024-09-09 08:39:00,2318.8,2322.3,2318.02,2321.52,3815.02
2024-09-09 08:42:00,2321.52,2323.5,2320.99,2322.22,2962.133
2024-09-09 08:45:00,2322.21,2323.23,2318.27,2322.82,7684.459
2024-09-09 08:48:00,2322.81,2324.56,2321.81,2322.88,5138.497
2024-09-09 08:51:00,2322.87,2323.8,2321.58,2323.26,2136.754
2024-09-09 08:54:00,2323.26,2325.88,2323.01,2324.88,5416.421
2024-09-09 08:57:00,2324.89,2325.53,2323.68,2325.53,1722.628
2024-09-09 09:00:00,2325.53,2326.05,2323.64,2324.37,4328.243
2024-09-09 09:03:00,2324.37,2329.65,2323.53,2324.97,6450.528
2024-09-09 09:06:00,2324.96,2329.0,2321.2,2328.99,5205.871
2024-09-09 09:09:00,2328.99,2338.74,2328.32,2330.26,35888.102
2024-09-09 09:12:00,2330.3,2332.08,2322.5,2325.43,12022.399
2024-09-09 09:15:00,2325.43,2328.81,2323.0,2324.99,5862.45
2024-09-09 09:18:00,2325.0,2326.25,2323.3,2325.16,3575.216
2024-09-09 09:21:00,2325.17,2326.66,2322.68,2324.11,3553.128
2024-09-09 09:24:00,2324.11,2327.25,2323.61,2326.45,2423.76
2024-09-09 09:27:00,2326.45,2327.98,2324.93,2325.86,2725.506
2024-09-09 09:30:00,2325.86,2328.9,2325.51,2328.67,2899.821
2024-09-09 09:33:00,2328.68,2329.7,2327.05,2329.18,2336.505
2024-09-09 09:36:00,2329.19,2329.66,2323.42,2323.81,2938.968
2024-09-09 09:39:00,2323.82,2323.97,2321.2,2322.78,5104.432
2024-09-09 09:42:00,2322.79,2323.79,2320.6,2320.63,4050.975
2024-09-09 09:45:00,2320.64,2322.94,2320.48,2322.02,4685.938
2024-09-09 09:48:00,2322.02,2322.2,2316.96,2317.51,6796.756
2024-09-09 09:51:00,2317.52,2318.99,2316.01,2316.02,6306.368
2024-09-09 09:54:00,2316.02,2317.25,2313.0,2317.24,10518.113
2024-09-09 09:57:00,2317.25,2317.25,2315.67,2316.31,3061.347
