timestamp,open,high,low,close,volume
2024-04-01 00:00:00,3648.8,3649.67,3500.0,3511.8,661861.934
2024-04-01 06:00:00,3511.8,3563.25,3503.37,3540.6,556789.715
2024-04-01 12:00:00,3540.6,3574.3,3413.0,3446.41,1140786.682
2024-04-01 18:00:00,3446.4,3518.75,3420.8,3506.52,395062.178
2024-04-02 00:00:00,3506.52,3508.44,3315.45,3371.5,1133368.644
2024-04-02 06:00:00,3371.5,3390.97,3278.45,3311.1,937726.314
2024-04-02 12:00:00,3311.11,3326.71,3212.0,3271.32,1368184.08
2024-04-02 18:00:00,3271.31,3307.74,3241.6,3280.76,532434.026
2024-04-03 00:00:00,3280.67,3327.75,3203.12,3294.89,764792.638
2024-04-03 06:00:00,3294.89,3359.36,3291.04,3320.03,660595.951
2024-04-03 12:00:00,3320.04,3370.0,3294.18,3326.29,758250.095
2024-04-03 18:00:00,3326.29,3343.44,3282.07,3313.29,476545.988
2024-04-04 00:00:00,3313.28,3335.64,3252.59,3297.52,538758.551
2024-04-04 06:00:00,3297.52,3358.0,3296.05,3342.38,368269.014
2024-04-04 12:00:00,3342.37,3419.97,3340.6,3414.48,626313.546
2024-04-04 18:00:00,3414.48,3446.48,3277.55,3329.65,913213.921
2024-04-05 00:00:00,3329.65,3337.8,3241.71,3275.81,718320.534
2024-04-05 06:00:00,3275.81,3315.15,3237.21,3245.5,551450.356
2024-04-05 12:00:00,3245.49,3336.81,3208.0,3315.34,1050047.162
2024-04-05 18:00:00,3315.33,3352.07,3307.73,3319.66,297574.056
2024-04-06 00:00:00,3319.66,3355.44,3308.0,3338.2,279867.285
2024-04-06 06:00:00,3338.21,3354.14,3325.29,3332.05,217705.181
2024-04-06 12:00:00,3332.04,3363.59,3315.01,3342.97,315185.132
2024-04-06 18:00:00,3342.97,3402.72,3338.08,3353.15,318961.925
2024-04-07 00:00:00,3353.16,3417.11,3345.51,3401.99,372375.911
2024-04-07 06:00:00,3401.98,3403.0,3377.76,3391.29,175757.049
2024-04-07 12:00:00,3391.29,3422.77,3377.72,3387.73,463543.734
2024-04-07 18:00:00,3387.74,3462.19,3368.14,3455.99,432417.844
2024-04-08 00:00:00,3456.0,3459.5,3407.33,3430.09,311764.034
2024-04-08 06:00:00,3430.08,3648.0,3422.35,3636.17,1156288.262
2024-04-08 12:00:00,3636.18,3685.37,3598.0,3671.55,882768.411
2024-04-08 18:00:00,3671.55,3735.31,3671.23,3697.6,495113.922
2024-04-09 00:00:00,3697.59,3730.0,3667.3,3694.28,538098.603
2024-04-09 06:00:00,3694.29,3699.48,3580.0,3635.68,1029294.823
2024-04-09 12:00:00,3635.68,3646.4,3452.3,3506.76,1528609.286
2024-04-09 18:00:00,3506.76,3530.0,3490.0,3508.45,352080.125
2024-04-10 00:00:00,3508.46,3544.34,3467.56,3535.64,618327.152
2024-04-10 06:00:00,3535.63,3556.97,3494.0,3523.81,471282.093
2024-04-10 12:00:00,3523.82,3550.6,3413.2,3519.9,1256125.093
2024-04-10 18:00:00,3519.89,3567.18,3479.87,3547.64,486623.039
2024-04-11 00:00:00,3547.64,3584.99,3525.97,3565.6,348985.146
2024-04-11 06:00:00,3565.61,3621.74,3516.16,3524.85,584428.4
2024-04-11 12:00:00,3524.85,3578.46,3475.03,3514.33,1047854.826
2024-04-11 18:00:00,3514.34,3534.48,3491.6,3504.43,253715.869
2024-04-12 00:00:00,3504.42,3555.0,3503.14,3544.53,259127.889
2024-04-12 06:00:00,3544.53,3545.3,3509.46,3534.16,383795.534
2024-04-12 12:00:00,3534.16,3534.77,3244.27,3326.89,1492364.012
2024-04-12 18:00:00,3326.89,3343.34,3062.04,3238.3,1761578.396
2024-04-13 00:00:00,3238.31,3266.0,3143.3,3248.77,763397.204
2024-04-13 06:00:00,3248.77,3305.42,3246.85,3269.39,483756.151
2024-04-13 12:00:00,3269.39,3298.77,3189.36,3194.53,867613.614
2024-04-13 18:00:00,3194.53,3239.79,2791.61,3005.46,3193749.848
2024-04-14 00:00:00,3005.47,3077.6,2903.0,3072.17,1241801.591
2024-04-14 06:00:00,3072.18,3102.84,3006.85,3026.33,726175.266
2024-04-14 12:00:00,3026.32,3099.9,2976.6,3050.34,1200782.715
2024-04-14 18:00:00,3050.49,3173.32,3037.79,3153.16,781445.185
2024-04-15 00:00:00,3153.16,3159.94,3097.95,3156.06,556068.596
2024-04-15 06:00:00,3156.06,3277.74,3154.52,3228.47,896020.983
2024-04-15 12:00:00,3228.47,3242.99,3085.64,3114.55,1440217.847
2024-04-15 18:00:00,3114.55,3127.19,3022.08,3100.75,962729.505
2024-04-16 00:00:00,3100.76,3119.52,2976.43,3046.24,896387.743
2024-04-16 06:00:00,3046.24,3127.41,2999.03,3091.79,959904.739
2024-04-16 12:00:00,3091.79,3094.28,2991.14,3042.2,1157562.015
2024-04-16 18:00:00,3042.21,3119.3,3033.84,3082.85,438105.0
2024-04-17 00:00:00,3082.84,3123.12,3065.74,3087.6,441801.232
2024-04-17 06:00:00,3087.59,3097.64,3035.03,3038.97,468382.775
2024-04-17 12:00:00,3039.0,3063.24,2912.45,3001.47,1783337.034
2024-04-17 18:00:00,3001.47,3042.82,2962.29,2983.25,618208.666
2024-04-18 00:00:00,2983.26,3034.35,2949.54,2981.94,563024.623
2024-04-18 06:00:00,2981.94,3064.56,2952.0,3045.0,730855.347
2024-04-18 12:00:00,3045.0,3093.59,2982.93,3036.25,1029500.674
2024-04-18 18:00:00,3036.25,3080.58,3016.41,3062.85,352164.976
2024-04-19 00:00:00,3062.85,3069.0,2861.76,2999.46,1593036.435
2024-04-19 06:00:00,2999.45,3128.52,2988.07,3100.94,1116487.121
2024-04-19 12:00:00,3100.94,3120.0,3042.42,3079.04,777316.704
2024-04-19 18:00:00,3079.04,3107.29,3018.14,3054.91,520962.526
2024-04-20 00:00:00,3054.91,3070.45,3016.4,3061.46,389256.833
2024-04-20 06:00:00,3061.46,3069.81,3027.88,3045.84,283233.501
2024-04-20 12:00:00,3045.83,3165.0,3038.34,3153.22,597533.535
2024-04-20 18:00:00,3153.08,3173.83,3127.28,3154.31,355044.834
2024-04-21 00:00:00,3154.3,3196.41,3124.78,3174.85,469410.386
2024-04-21 06:00:00,3174.86,3189.99,3152.04,3167.02,336146.312
2024-04-21 12:00:00,3167.01,3175.73,3114.15,3147.26,502844.305
2024-04-21 18:00:00,3147.26,3168.49,3127.75,3145.73,266764.836
2024-04-22 00:00:00,3145.74,3230.94,3127.14,3226.46,683067.572
2024-04-22 06:00:00,3226.34,3235.0,3186.01,3193.04,451268.235
2024-04-22 12:00:00,3193.04,3216.78,3164.16,3197.59,593451.142
2024-04-22 18:00:00,3197.59,3223.0,3173.34,3198.66,319653.913
2024-04-23 00:00:00,3198.66,3221.85,3165.68,3183.53,322457.693
2024-04-23 06:00:00,3183.53,3190.3,3150.31,3178.63,332902.456
2024-04-23 12:00:00,3178.63,3266.91,3171.49,3236.0,727360.059
2024-04-23 18:00:00,3236.0,3239.34,3184.4,3218.04,280386.17
2024-04-24 00:00:00,3218.03,3274.0,3208.55,3255.52,385476.587
2024-04-24 06:00:00,3255.52,3286.0,3240.06,3280.15,395472.776
2024-04-24 12:00:00,3280.15,3293.38,3154.7,3178.56,1076201.43
