,0
total_return,-9.170969029731745
annual_return,-64.39346917737198
max_drawdown,-16.724322421106883
trade_count,1620.0
win_rate,45.4320987654321
avg_return,-0.0055686338949323755
avg_win,0.18476625080714
avg_loss,-0.1640374971762956
profit_loss_ratio,1.1263659467357432
sharpe_ratio,-0.12795387356163526
