entry_time,entry_price,exit_time,exit_price,position,shares,pnl,fee,net_pnl,return
2024-02-26 16:35:00,3156.94,2024-02-26 16:40:00,3152.55,1,0.3166357295355629,-1.3900308526610807,0.3992839876589356,-1.7893148403200163,-0.0017900308526610806
2024-02-26 17:00:00,3154.63,2024-02-26 17:05:00,3152.46,1,0.3163006123968947,-0.6863723289012845,0.3988500114226859,-1.0852223403239705,-0.0010876026665567983
2024-02-26 17:25:00,3150.5,2024-02-26 17:30:00,3160.04,1,0.3163709292601899,3.0181786651422002,0.3998979165197482,2.618280748622452,0.0026268795429296825
2024-02-26 18:05:00,3153.03,2024-02-26 18:10:00,3153.8,1,0.31694714166073623,0.24404929907876113,0.39983515814785203,-0.1557858590690909,-0.00015588814568843885
2024-02-26 18:40:00,3140.65,2024-02-26 18:45:00,3143.73,1,0.3181469194357301,0.9798925118620255,0.4000672060150751,0.5798253058469505,0.0005802964354512369
2024-02-26 19:20:00,3167.39,2024-02-26 19:30:00,3172.62,1,0.31564402107146594,1.6508182302037726,0.4005674136527017,1.2502508165510708,0.0012505412974089134
2024-02-26 19:40:00,3183.28,2024-02-26 19:45:00,3176.7,-1,0.3144610171325723,2.069153492732446,0.39957932525001694,1.6695741674824292,0.001667877158151461
2024-02-26 20:00:00,3191.28,2024-02-26 20:10:00,3179.6,-1,0.3141956747623494,3.669805481224332,0.39960662698974647,3.270198854234586,0.0032614374169613104
2024-02-26 21:35:00,3191.66,2024-02-26 21:40:00,3186.84,-1,0.31518246421306884,1.5191794775069,0.40177443370111054,1.1174050438057894,0.0011107899964280996
2024-02-26 22:30:00,3174.92,2024-02-26 22:35:00,3172.62,1,0.31719609370065116,-0.7295510155115553,0.40253706831862396,-1.1320880838301792,-0.00112413793103454
2024-02-26 22:55:00,3187.47,2024-02-26 23:00:00,3183.98,1,0.31559217390704064,-1.1014166869355029,0.4019356679506157,-1.5033523548861185,-0.0014944743009345286
2024-02-26 23:05:00,3178.77,2024-02-26 23:10:00,3176.89,1,0.31598317448243524,-0.5940483680270128,0.4015375148726015,-0.9955858828996142,-0.0009911871572967246
2024-02-26 23:40:00,3173.54,2024-02-26 23:45:00,3176.48,1,0.3161903262290641,0.9295995591134658,0.40174889898403904,0.5278506601294268,0.0005260396906924302
2024-02-26 23:55:00,3178.6,2024-02-27 00:00:00,3178.53,1,0.3158529816336908,-0.02210970871426643,0.40157927108485414,-0.42368897979912057,-0.00042201346504741366
2024-02-27 00:05:00,3178.62,2024-02-27 00:10:00,3179.94,1,0.3157177542193287,0.41674743556956556,0.40158540614088484,0.015162029428680723,1.5108443286760828e-05
2024-02-27 00:25:00,3176.45,2024-02-27 00:30:00,3171.22,1,0.3159382089695287,-1.6523568329106408,0.4007638268193395,-2.0531206597299803,-0.0020458335563286116
2024-02-27 00:35:00,3169.89,2024-02-27 00:40:00,3169.43,1,0.3159445988566774,-0.1453345154740831,0.4005457159817276,-0.5458802314558107,-0.0005450573994681318
2024-02-27 00:50:00,3170.26,2024-02-27 01:00:00,3172.98,1,0.315735606098689,0.8588008485883709,0.4007291053756073,0.4580717432127636,0.0004576306044298574
2024-02-27 01:35:00,3182.7,2024-02-27 01:40:00,3195.69,1,0.3146453800562244,4.087243486930429,0.40220363783675034,3.685039849093679,0.0036798077104346115
2024-02-27 01:45:00,3229.1,2024-02-27 01:50:00,3231.34,-1,0.3112648778105662,-0.697233326295742,0.4023210601057581,-1.0995543864015,-0.0010939692174290784
2024-02-27 02:05:00,3279.18,2024-02-27 02:10:00,3239.27,-1,0.30617602643754005,12.219485215122178,0.39671472686333215,11.822770488258847,0.011775593898474575
2024-02-27 02:40:00,3260.96,2024-02-27 02:45:00,3249.3,-1,0.3115108261841654,3.6322162333073233,0.4048768510080835,3.22733938229924,0.003177064422746631
2024-02-27 03:15:00,3237.75,2024-02-27 03:20:00,3241.94,-1,0.31474029563742173,-1.3187618387208142,0.4081476616155132,-1.7269095003363275,-0.0016946262064705597
2024-02-27 03:35:00,3251.97,2024-02-27 03:40:00,3257.39,-1,0.3128331975582574,-1.695555930765778,0.40760789175771683,-2.103163822523495,-0.0020673487147790646
2024-02-27 03:50:00,3234.56,2024-02-27 03:55:00,3222.13,-1,0.31386706411584003,3.90136760695984,0.4045281933198287,3.4968394136400116,0.003444409131381034
2024-02-27 04:10:00,3225.56,2024-02-27 04:15:00,3223.11,1,0.3158264895349664,-0.7737748993606102,0.40717740667401825,-1.1809523060346283,-0.0011592542070213599
2024-02-27 04:40:00,3224.3,2024-02-27 04:45:00,3223.96,1,0.315583789243958,-0.10729848834299165,0.4069718052683804,-0.514270293611372,-0.0005054070650994465
2024-02-27 05:00:00,3214.38,2024-02-27 05:05:00,3220.89,1,0.3163977958653924,2.0597496510836297,0.4076329986899535,1.6521166523936763,0.0016244638157279984
2024-02-27 05:10:00,3217.51,2024-02-27 05:15:00,3219.82,1,0.31660327485525536,0.7313535649156226,0.4077622225777794,0.32359134233784326,0.00031765930797416183
2024-02-27 07:40:00,3221.98,2024-02-27 07:50:00,3220.01,1,0.3162644289490728,-0.6230409250296102,0.4073498495441216,-1.0303907745737317,-0.001011180702549302
2024-02-27 08:35:00,3228.89,2024-02-27 08:40:00,3228.98,1,0.3152686174403804,0.028374175569680117,0.40719842413705587,-0.37882424856737573,-0.00037213779348316435
2024-02-27 09:30:00,3249.4,2024-02-27 09:40:00,3254.37,1,0.31316212637662394,1.5564157680917583,0.40765817168651747,1.1487575964052408,0.0011289013356311317
2024-02-27 09:55:00,3261.34,2024-02-27 10:00:00,3257.4,1,0.3123677112909321,-1.2307287824862896,0.4070026331036329,-1.6377314155899225,-0.0016076091422544275
2024-02-27 10:05:00,3252.76,2024-02-27 10:10:00,3253.94,1,0.31268837394045207,0.36897228124968223,0.4069876829999179,-0.038015401750235656,-3.737625893092755e-05
2024-02-27 10:50:00,3267.28,2024-02-27 10:55:00,3263.1,-1,0.31128713640182515,1.3011802301597197,0.40630442191711824,0.8948758082426015,0.0008798633725913577
2024-02-27 11:40:00,3253.36,2024-02-27 11:45:00,3255.65,-1,0.3128939781889722,-0.7165272100527349,0.40746931203637093,-1.1239965220891057,-0.0011041692281210697
2024-02-27 11:55:00,3258.88,2024-02-27 12:00:00,3254.91,-1,0.31201922315562225,1.2387163159278998,0.40623779585658654,0.8324785200713132,0.0008186972211312642
2024-02-27 12:05:00,3259.01,2024-02-27 12:10:00,3254.47,-1,0.31226211379715235,1.4176699966392023,0.40649907259576734,1.011170924043435,0.0009936183074002283
2024-02-27 12:20:00,3266.94,2024-02-27 12:30:00,3274.89,-1,0.31181353742086826,-2.478917622495846,0.4084620142256909,-2.887379636721537,-0.0028344432404634975
2024-02-27 12:55:00,3259.77,2024-02-27 13:00:00,3258.55,-1,0.31161397683175945,0.3801690517346842,0.4061638896820519,-0.025994837947367733,-2.5590762538522692e-05
2024-02-27 13:15:00,3280.55,2024-02-27 13:20:00,3268.14,-1,0.3096321985084368,3.8425355834897967,0.4047685492933451,3.4377670341964515,0.0033844154181464415
2024-02-27 13:25:00,3253.97,2024-02-27 13:30:00,3257.43,-1,0.31321748533152893,-1.0837324992471016,0.40811361329739293,-1.4918461125444944,-0.0014637418292117127
2024-02-27 13:45:00,3271.08,2024-02-27 13:50:00,3278.44,-1,0.31112325328947493,-2.289867144210575,0.4079995674057385,-2.6978667116163138,-0.0026509214082199545
2024-02-27 14:45:00,3247.96,2024-02-27 14:50:00,3251.84,-1,0.3125076244181591,-1.2125295827424913,0.40648991735517864,-1.61901950009767,-0.0015950738309585429
2024-02-27 16:15:00,3238.05,2024-02-27 16:20:00,3247.17,1,0.3129642506795467,2.8542339661974316,0.4064992503516415,2.4477347158457903,0.00241538333256123
2024-02-27 16:50:00,3237.49,2024-02-27 17:00:00,3243.08,1,0.3137741421702819,1.7539974547319213,0.40703785799583914,1.3469595967360821,0.001325955601407308
2024-02-27 17:10:00,3243.23,2024-02-27 17:15:00,3245.17,1,0.3136339600792306,0.6084498825537245,0.4071182072921267,0.20133167526159773,0.00019792984154686977
2024-02-27 17:50:00,3227.35,2024-02-27 17:55:00,3228.17,1,0.315239536923592,0.25849642027739705,0.40705872636425283,-0.14856230608685578,-0.00014602320789497154
2024-02-27 18:05:00,3229.61,2024-02-27 18:10:00,3234.6,1,0.31497295853344215,1.5717150630818075,0.40752461266890877,1.1641904504128988,0.0011444601670170026
2024-02-27 18:25:00,3239.6,2024-02-27 18:30:00,3239.79,1,0.31436089066039724,0.059728569225492634,0.4073853079810594,-0.34765673875556674,-0.0003413742437337775
2024-02-27 19:45:00,3253.95,2024-02-27 19:55:00,3253.64,-1,0.3128677526413629,0.09698900331880543,0.4071836138816176,-0.31019461056281217,-0.000304693065351359
2024-02-27 20:15:00,3245.49,2024-02-27 20:20:00,3248.09,-1,0.3135877643051263,-0.8153281871934425,0.4074245125447351,-1.2227526997381775,-0.001201432141217617
2024-02-27 20:50:00,3250.0,2024-02-27 20:55:00,3255.57,1,0.31277651986953414,1.7421652156733565,0.40730634191666376,1.3348588737566927,0.0013131606153846658
2024-02-27 21:05:00,3247.95,2024-02-27 21:10:00,3251.49,1,0.31338475484727085,1.1093820321593275,0.4075869586153411,0.7017950735439864,0.0006894822888283268
2024-02-27 21:15:00,3255.25,2024-02-27 21:20:00,3254.21,-1,0.31289748217854474,0.32541338146567517,0.40729364619209685,-0.08188026472642168,-8.038829582982455e-05
2024-02-27 21:50:00,3249.31,2024-02-27 21:55:00,3251.27,-1,0.3134442947422952,-0.61435081769491,0.4076368128667128,-1.0219876305616227,-0.0010034462701312083
2024-02-27 22:15:00,3262.66,2024-02-27 22:25:00,3266.49,-1,0.3118486457410757,-1.194380313188297,0.4074601931307065,-1.6018405063190035,-0.0015743583456443292
2024-02-27 22:45:00,3251.82,2024-02-27 22:50:00,3252.44,-1,0.31239579765899134,-0.19368539454854053,0.4064194352552039,-0.6001048298037445,-0.0005907387247756305
2024-02-27 23:50:00,3244.75,2024-02-27 23:55:00,3244.98,1,0.31289160581110703,0.07196506933656031,0.4061308012099704,-0.3341657318734101,-0.00032914461822944194
2024-02-28 00:20:00,3242.93,2024-02-28 00:25:00,3245.61,1,0.3129642039421168,0.8387440665649641,0.40630389998262956,0.4324401665823346,0.00042608258580983585
